date,timestamp,NDVI,EVI,LST_day,LST_night,precip_7d,precip_15d,precip_30d,precip_60d,precip_90d,LST_range,LST_mean,NDVI_EVI_ratio,year,month,day_of_year,season,thermal_stress,NDVI_change,NDVI_rolling_mean_30d,ET_estimate,water_balance_7d,water_balance_15d,water_balance_30d,water_balance_60d,water_balance_90d
2018-05-25,1527206400000,0.7186693136506319,0.4804842962585899,25.33319334860441,17.020445405955734,25.714118276103985,40.165261279589004,74.0775877886109,98.72228869472923,146.44404305097072,8.312747942648677,21.176819377280072,1.495715517720765,2018,5,145,otoño,0,-0.04704217358106377,0.7421904004411638,10.588409688640036,-48.40474954437626,-118.66088405001153,-243.57470287059016,-536.5822926236729,-806.5128289266324
2018-06-10,1528588800000,0.6744293289216934,0.44711656910155245,25.845209977093425,18.470000000000027,22.621380856860988,22.621380856860988,62.75631633743009,120.11177394974061,148.61055444144935,7.375209977093398,22.157604988546726,1.5083937101306621,2018,6,161,invierno,0,-0.04423998472893853,0.6965493212861626,11.078802494273363,-54.930236603052556,-143.56065655723947,-269.60775849077083,-544.6163757066612,-848.4816700431533
2018-06-26,1529971200000,0.6787554678883513,0.40370220581997096,24.03721133452111,17.49044116399424,0.0,0.0,22.621380856860988,96.66112253442817,121.34366955159017,6.5467701705268695,20.763826249257676,1.681322957318893,2018,6,177,invierno,0,0.0043261389666579,0.6765923984050224,10.381913124628838,-72.67339187240187,-155.72869686943255,-288.8360128820041,-526.253664943302,-813.0285116650052
2018-07-12,1531353600000,0.6717929159243232,0.40131521167387796,25.730339356918655,18.157796725205742,0.0,0.06941906639442821,0.06941906639442821,48.4049181993594,120.18119301613503,7.572542631712913,21.9440680410622,1.6739740294126046,2018,7,193,invierno,0,-0.006962551964028063,0.6752741919063372,10.9720340205311,-76.8042381437177,-164.51109124157205,-329.09160154953855,-609.9171230325065,-867.3018688316639
2018-07-28,1532736000000,0.625138703656571,0.3765953083905997,26.881365063205248,13.012519725120923,17.794485675071932,31.434212428655503,31.50363149504993,54.12501235191092,112.75925045977453,13.868845338084325,19.946942394163084,1.6599703441813538,2018,7,209,invierno,0,-0.04665421226775224,0.6484658097904471,9.973471197081542,-52.01981270449887,-118.16785552756762,-267.7005044173963,-544.2832594729816,-784.8531572775643
2018-08-13,1534118400000,0.6276054042589292,0.3962916857554933,25.380190888266746,18.839296682786134,9.764459315719337,56.0074119630171,87.44162439167259,87.51104345806701,135.846542591032,6.540894205480612,22.10974378552644,1.5836916168726678,2018,8,225,invierno,0,0.002466700602358207,0.6263720539577501,11.05487189276322,-67.61964393362321,-109.8156664284312,-244.204532391224,-575.7812701077262,-859.0919277576579
2018-08-29,1535500800000,0.6287165860693983,0.4015340035632473,29.61120980741498,18.751745991346407,2.5317132752330247,17.059650052514122,73.0670620155312,104.57069351058118,127.19207436744213,10.859463816068573,24.181477899380695,1.565782759884262,2018,8,241,invierno,0,0.0011111818104690974,0.6281609951641638,12.090738949690348,-82.1034593725994,-164.3014341928411,-289.6551064751792,-620.8736434708396,-960.9744311046892
2018-09-30,1538265600000,0.6763366420632899,0.5167392975311784,29.420094171544953,22.048510223127195,14.511577626286828,35.75795376858072,46.94939929649928,120.0164613120305,151.52009280708043,7.371583948417758,25.734302197336074,1.3088521357722869,2018,9,273,primavera,0,0.04762005599389163,0.6525266140663442,12.867151098668037,-75.55848006438944,-157.2493127114398,-339.0651336635418,-652.0126046080517,-1006.5235060730428
2018-10-16,1539648000000,0.77691662000509,0.5701923220497156,28.01708916603038,,26.11727432921672,53.819579822563796,89.57753359114454,106.70423932640277,202.4955623628681,,,1.3625494897278891,2018,10,289,primavera,0,0.10057997794180007,0.72662663103419,0.0,26.11727432921672,53.819579822563796,89.57753359114454,106.70423932640277,202.4955623628681
2018-11-01,1541030400000,0.675012963601863,0.5704702432292565,29.01369846472317,22.279366913921013,49.36692214361734,121.38947589524514,168.28224199583596,210.86321479138658,295.07945314948824,6.734331550802157,25.646532689322093,1.1832550222528817,2018,11,305,primavera,0,-0.10190365640322696,0.7259647918034765,12.823266344661047,-40.395942269009986,-70.95951927467055,-216.41574834399543,-558.5327658882762,-859.0145178700059
2018-12-03,1543795200000,0.7681138603783191,0.5888750614980068,27.033460853337903,15.350000000000023,39.46779771332057,130.7887851537684,187.4892529651342,346.57783227736775,409.895110170687,11.68346085333788,21.19173042666896,1.3043727035267145,2018,12,337,verano,0,0.09310089677645605,0.7215634119900911,10.59586521333448,-34.703258780020796,-28.149193046248797,-130.3867034349002,-289.17408052270105,-543.7327590294162
2018-12-19,1545177600000,0.753306141318178,0.5913670794808721,29.70385528882857,21.189272202901037,10.366790567506955,35.224462840016926,149.59272429504026,324.97188116869296,429.17815948211154,8.514583085927534,25.446563745864804,1.273836325388854,2018,12,353,verano,0,-0.014807719060141111,0.7607100008482486,12.723281872932402,-78.69618254301986,-155.6247652539691,-232.1057318929318,-438.42503120725115,-715.9172090818047
2019-01-17,1547683200000,0.732593833017078,0.5440383129204761,27.145489046058344,20.997459030533072,48.46817615424146,75.3061340429751,182.2553041898034,348.4056909757583,538.1583302251753,6.148030015525272,24.071474038295708,1.346582527436144,2019,1,17,verano,0,-0.020712308301099935,0.742949987167628,12.035737019147854,-35.78198297979351,-105.2299212442427,-178.8168063846322,-373.7385301731129,-545.0580014981316
2019-02-02,1549065600000,0.7671433104267411,0.4881068550097567,29.488713837278393,23.685724102825176,36.90624706314509,37.00867658856058,112.20741256405763,254.19726572806024,441.43050937417394,5.802989734453217,26.587218970051786,1.571667619262974,2019,2,33,verano,0,0.034549477409663076,0.7498685717219096,13.293609485025893,-56.14901933203616,-162.39546568682783,-286.6008719867192,-543.4193033734934,-754.9943442781564
2019-02-18,1550448000000,0.7211467209637737,0.5835059557139219,28.850581997115476,24.510179859166886,31.99810737203052,36.36230266578648,77.88928469477227,259.7436900710299,376.59747052516565,4.34040213794859,26.680380928141183,1.235883675253621,2019,2,49,verano,0,-0.04599658946296736,0.7441450156952574,13.340190464070592,-61.38322587646363,-163.7405542952724,-322.31642922734545,-540.6677377732055,-824.0196712411876
2019-03-06,1551830400000,0.6768606685331294,0.5395023839823533,22.052180368202286,19.929964367523574,17.624223137828256,42.734258687464816,79.09656135325132,187.19253869703763,337.81213252173677,2.122216000678712,20.99107236786293,1.2545994865442196,2019,3,65,otoño,0,-0.04428605243064432,0.6990036947484516,10.495536183931465,-55.844530149692005,-114.69878407150715,-235.7695241646926,-442.5396323388502,-606.7861240320951
2019-03-22,1553212800000,0.7469089166030372,0.6016842199032832,27.273800797488764,18.009658946296796,17.035759912512518,64.31673502667192,108.44716970385755,190.87032825623973,371.8384013647992,9.264141851191969,22.641729871892778,1.2413615822623956,2019,3,81,otoño,0,0.07004824806990773,0.7118847925680833,11.320864935946389,-62.210294639112206,-105.49623901252392,-231.17877837453412,-488.3815679005436,-647.0394428703758
2019-04-07,1554595200000,0.7481884618647657,0.4998483583609061,26.38870705013998,17.26471281920763,71.54552205274192,82.05699498042345,146.37373000709542,231.40034120767743,330.86657789076736,9.12399423093235,21.826709934673808,1.4968278929440006,2019,4,97,otoño,0,0.0012795452617285763,0.7475486892339014,10.913354967336904,-4.847962718616415,-81.6433295296301,-181.02691901301168,-423.40095683253674,-651.335369169554
2019-04-23,1555977600000,0.7698262577415798,0.5298804106218715,27.344476966149152,17.63888266734541,29.60286409603868,41.37107954587988,123.42807452630336,227.34137037255093,314.2984027825431,9.705594298803742,22.49167981674728,1.4528274483871924,2019,4,113,otoño,0,0.021637795876814025,0.7590073598031728,11.24583990837364,-49.1180152625768,-127.31651907972473,-213.94712272490585,-447.4090241298675,-697.8271889710844
2019-05-09,1557360000000,0.749141426995843,0.4473834563502163,21.909665733435137,14.945235561657968,18.73416342354614,55.17757859750297,102.69914254611456,219.42262526933538,334.0994837537921,6.964430171777169,18.427450647546554,1.674491405238739,2019,5,129,otoño,0,-0.020684830745736793,0.7594838423687114,9.213725323773277,-45.761913842866804,-83.02830125909618,-173.71261716708375,-333.4008941570612,-495.13579538580285
2019-06-10,1560124800000,0.7283291931789259,0.4441165606176294,25.926426571646765,21.26883770255368,0.0,0.0,69.08646173757116,171.78560428368584,288.50908700690644,4.657588869093086,23.59763213710022,1.6399468468800165,2019,6,161,invierno,0,-0.020812233816917103,0.7387353100873844,11.79881606855011,-82.59171247985077,-176.98224102825165,-284.87802031893216,-536.1433598293207,-773.3843591626035
2019-06-26,1561507200000,0.7256027996945786,0.4816570543819463,24.24864426911004,20.054372613896696,0.0,62.66479692379108,62.66479692379108,185.1594055042858,305.9959232602187,4.194271655213345,22.151508441503367,1.5064687345998133,2019,6,177,invierno,0,-0.0027263934843472226,0.7269659964367523,11.075754220751683,-77.53027954526178,-103.47151638748417,-269.6078296987594,-479.38584774081517,-690.8219566074329
2019-07-12,1562889600000,0.6780994315771612,0.49372926105030956,25.39055993891579,17.72099855773312,0.0,0.0,60.1637432305647,78.0554717074594,234.45040120747677,7.6695613811826675,21.555779248324455,1.3734208434675328,2019,7,193,invierno,0,-0.0475033681174174,0.70185111563587,10.777889624162228,-75.4452273691356,-161.6683443624334,-263.1729454943021,-568.6179057422742,-735.5596649671238
2019-07-28,1564272000000,0.6836499872741156,0.4250261729023501,23.421741749384946,17.131033341817275,50.76881256372133,50.76881256372133,50.76881256372133,113.4336094875124,221.940408254409,6.290708407567671,20.27638754560111,1.6084853648432123,2019,7,209,invierno,0,0.005550555696954396,0.6808747094256384,10.138193772800555,-20.19854384588256,-101.30409402828701,-253.37700062029535,-494.85801688052095,-690.497031297641
2019-08-13,1565654400000,0.6296420632900652,0.40613938237040814,26.885515398320216,18.734433698142045,0.0,0.0,50.76881256372133,108.66611722405753,128.71438695616902,8.151081700178171,22.809974548231132,1.5503064719031536,2019,8,225,invierno,0,-0.05400792398405041,0.6566460252820905,11.404987274115566,-79.83491091880896,-171.0748091117335,-291.38080565974565,-575.6331192228764,-897.734467714232
2019-08-29,1567036800000,0.611357631288708,0.38460683804191037,28.501594129125298,18.660425044540617,8.47970955187991,8.47970955187991,8.47970955187991,59.24852211560121,121.91331903939229,9.841169084584681,23.581009586832955,1.5895610302723184,2019,8,241,invierno,0,-0.01828443200135721,0.6204998472893866,11.790504793416478,-74.05382400203544,-168.37786234936723,-345.2354342506144,-648.1817654893874,-939.2321123680908
2019-09-14,1568419200000,0.6187191057945192,0.43673415627386086,28.887336048188722,23.671393060151026,41.94680540143173,41.94680540143173,50.42651495331163,101.19532751703295,154.67515035564384,5.215942988037696,26.279364554169874,1.4166917796893428,2019,9,257,primavera,0,0.00736147450581115,0.6150383685416136,13.139682277084937,-50.03097053816282,-155.1484287548423,-343.76395335923644,-687.1856091080632,-1027.8962545820004
2019-09-30,1569801600000,0.6632150165436496,0.4936832612199879,28.818957325867512,18.80622465428016,0.0,28.365126562308657,70.31193196374039,78.79164151562028,129.56045407934164,10.01273267158735,23.812590990073836,1.3433991492957844,2019,9,273,primavera,0,0.044495910749130396,0.6409670611690843,11.906295495036918,-83.34406846525843,-150.22930586324512,-286.87693288736716,-635.5860881865948,-942.006140473981
2019-10-16,1571184000000,0.6877439043013487,0.5305322982947313,31.969974548231153,20.449860863663382,3.3899150289145705,27.323250831331503,55.68837739364015,106.11489234695178,156.88370491067315,11.520113684567772,26.20991770594727,1.2963256152100768,2019,10,289,primavera,0,0.024528887757699125,0.6754794604224992,13.104958852973635,-88.34479694190087,-169.25113196327302,-337.4603881955689,-680.1826388314663,-1022.5625918569539
2019-11-01,1572566400000,0.6514356649991375,0.49324843022252884,33.72048645851304,22.277082973952087,11.9741999117983,11.9741999117983,27.334608572977498,109.5099542159057,117.99453568549033,11.44340348456095,27.998784716232564,1.3207023162809193,2019,11,305,primavera,0,-0.036308239302211165,0.6695897846502431,13.999392358116282,-86.02154659501568,-198.01668545994593,-392.64716217051097,-730.4535872710712,-1141.950776544975
2019-11-17,1573948800000,0.7377293945144042,0.5676143350008624,33.80194065896154,23.474379851647427,98.16664892947628,172.22846677217663,184.202666683975,239.85005626432013,290.2230024576671,10.327560807314114,28.638160255304484,1.2996995483099187,2019,11,321,primavera,0,0.0862937295152667,0.6945825297567709,14.319080127652242,-2.066911964089414,-42.557735142607015,-245.3697371455923,-619.2947513948145,-998.4942090310348
2019-12-19,1576713600000,0.7570591568411228,0.6212546780897447,22.96612261612265,21.99380863516841,40.03679851656884,67.51463986066008,171.64548650084382,355.96109522579053,411.52908098836065,0.9723139809542403,22.47996562564553,1.2185951509834898,2019,12,353,verano,0,0.01932976232671857,0.7473942756777635,11.239982812822765,-38.643081173190524,-101.08510233168138,-165.55399788383912,-318.43787354357534,-600.0693721656882
2020-01-01,1577836800000,0.7558998361221322,0.48705081076418827,29.230433820274488,,40.619394991836685,88.40698658615963,146.7142218640288,417.1347171651951,444.46932573817264,,,1.5519906084244286,2020,1,1,verano,0,-0.0011593207189906085,0.7564794964816275,0.0,40.619394991836685,88.40698658615963,146.7142218640288,417.1347171651951,444.46932573817264
2020-01-17,1579219200000,0.7447024581680179,0.5443716318785576,31.235652923926214,23.470241504226344,0.0,52.641517685223434,137.4912977225208,309.2198897057903,493.42255638976513,7.76541141969987,27.35294721407628,1.3680012817656697,2020,1,17,verano,0,-0.01119737795411424,0.7503011471450751,13.67647360703814,-95.73531524926699,-152.50558642034866,-272.8029104886234,-511.36852671649814,-737.4600682436676
2020-03-05,1583366400000,0.735931373547128,0.47508731653516584,31.379776872825985,23.371501654365,0.0,47.03814358479438,159.4011077503823,310.2127588147211,451.1554900765507,8.008275218460984,27.375639263595495,1.5490411949388672,2020,3,65,otoño,0,-0.008771084620889935,0.740316915857573,13.687819631797748,-95.81473742258423,-158.27915089217186,-251.23348120355016,-511.0564190931438,-780.7482767852466
2020-03-21,1584748800000,0.7614323322304232,0.49438061423602253,29.774795113260375,20.745153983201877,54.03766078614009,54.03766078614009,79.57729310646323,294.9514045740616,422.7964895453233,9.029641130058497,25.259974548231128,1.5401712165349823,2020,3,81,otoño,0,0.02550095868329516,0.7486818528887755,12.629987274115564,-34.37225013266886,-135.41214832559336,-299.3223251170037,-462.84783187287223,-713.9023651250775
2020-04-06,1586131200000,0.7430619326376512,0.5212886994146091,27.036600492067564,19.43044964791724,0.0,21.66125735255955,75.69891813869965,235.10002588908188,385.91167695342074,7.606150844150324,23.233525069992403,1.4254299163633675,2020,4,97,otoño,0,-0.01837039959277198,0.7522471324340372,11.616762534996202,-81.31733774497341,-152.59018067238347,-272.8039579111864,-461.9057262106902,-659.5969511962373
2020-04-22,1587513600000,0.7083231865614659,0.5001295070840757,30.48887503181476,21.787592262662276,0.0,11.517801502516145,33.179058855075695,96.06057992992463,315.22009138748655,8.701282769152485,26.13823364723852,1.4162767048369465,2020,4,113,otoño,0,-0.03473874607618532,0.7256925595995585,13.06911682361926,-91.48381776533482,-184.51895085177276,-358.8944458535021,-688.0864294872309,-861.0004227382469
2020-05-08,1588896000000,0.748391516077034,0.4742975735980319,24.884901162297478,15.4981852888776,100.41659163684346,149.8421923590948,149.8421923590948,237.05891200031064,389.62022346813905,9.386715873419877,20.191543225587537,1.5778911380646403,2020,5,129,otoño,0,0.04006832951556816,0.72835735131925,10.095771612793769,29.746190347287083,-1.594381832811706,-153.03095602471822,-368.6873847673154,-518.9992216833002
2020-05-24,1590278400000,0.7232006362942225,0.46737778060575197,24.441582251633186,14.527327564265745,7.826539614447464,7.826539614447464,157.66873197354224,177.53062738871984,253.72931190346682,9.91425468736744,19.484454907949466,1.5473544506169268,2020,5,145,otoño,0,-0.025190879782811537,0.7357960761856283,9.742227453974733,-60.36905256337567,-138.30687219517355,-134.59809164569978,-407.0030198497642,-623.0711589542591
2020-06-09,1591660800000,0.7424442266904218,0.5049234580470009,24.05445405955717,18.605289725969318,8.39037756751418,11.732008244833178,19.558547859280637,169.40074021837543,256.61745985959124,5.449164333587852,21.329871892763244,1.470406542717547,2020,6,161,invierno,0,0.019243590396199273,0.7328224314923222,10.664935946381622,-66.26417405715718,-148.24203095089115,-300.389530532168,-470.49541656452186,-703.2267753147547
2020-06-25,1593043200000,0.7205497157885805,0.4710741155510306,25.77492067532028,9.684690690690715,60.40875647002688,69.7879113514442,81.51991959274514,237.626476657345,250.7064530723359,16.090229984629566,17.729805683005498,1.5295856053566574,2020,6,177,invierno,0,-0.021894510901841246,0.7314969712395012,8.864902841502749,-1.6455634204923655,-63.18563127109704,-184.42716565233732,-294.26769383281993,-547.1348026629115
2020-07-11,1594425600000,0.7018593704929158,0.45700569271230995,26.398197166369734,18.521885976075378,21.15549999482052,21.15549999482052,101.51126509377364,121.06981295305425,270.91200531214923,7.876311190294356,22.460041571222554,1.5357748183673603,2020,7,193,invierno,0,-0.018690345295664712,0.7112045431407481,11.230020785611277,-57.454645504458426,-147.2948117893486,-235.38935847456463,-552.7314341836224,-739.7898653928657
2020-07-27,1595808000000,0.7030953847459064,0.4394921354034104,26.662809026894042,16.753588699414628,8.512052643660159,10.939697532301045,32.09519752712158,124.18297086737557,256.3578150270871,9.909220327479414,21.708198863154337,1.5997869548076915,2020,7,209,invierno,0,0.0012360142529905804,0.7024773776194111,10.854099431577168,-67.46664337738002,-151.8717939413565,-293.5277854201935,-527.0629950272545,-720.5111338148581
2020-08-12,1597190400000,0.6481835836090607,0.4139076524985152,21.94063186813189,16.24433273945876,31.098018078906367,31.098018078906367,42.037715611207396,143.53729783327088,163.10752856426168,5.696299128673132,19.092482303795325,1.5660063632310415,2020,8,225,invierno,0,-0.054911801136845684,0.6756394841774835,9.546241151897663,-35.72566998437728,-112.09559919955856,-244.34951894572245,-429.2371712805888,-696.054175106528
2020-08-28,1598572800000,0.6375969033681173,0.4495186052430643,27.17925426317129,19.54485025875969,0.0,45.49171920537521,107.19334011412845,139.28853764124995,231.3763109815042,7.6344040044116,23.36205226096549,1.4183962077101304,2020,8,241,invierno,0,-0.010586680240943447,0.642890243488589,11.681026130482746,-81.76718291337922,-129.723672751866,-243.23744380035396,-561.5730301877148,-819.916040761943
2020-09-13,1599955200000,0.6528560956986508,0.46331488928480496,29.133868668872502,22.813770255366098,0.0,10.150160520790973,55.641879726166216,128.28319816722043,220.41530875644557,6.320098413506404,25.9738194621193,1.4090949842156903,2020,9,257,primavera,0,0.015259192330533522,0.6452264995333841,12.98690973105965,-90.90836811741755,-184.6534854451038,-333.9654122056233,-650.9313856963586,-948.4065670389231
2020-09-29,1601337600000,0.6627434546534315,0.46040984983456323,32.26808263340972,22.964448120811088,15.522630406728654,20.73971932467152,30.889879845462495,138.0832199595909,170.1784174867125,9.30363451259863,27.616265377110402,1.4394609833620806,2020,9,273,primavera,0,0.009887358954780767,0.6577997751760412,13.808132688555201,-81.13429841315775,-186.3822710036565,-383.3541008111936,-690.4047413537212,-1072.5535244832556
2020-10-15,1602720000000,0.6604412282214938,0.5111416939796448,35.39164912885979,24.26536829394518,0.0,0.0,20.61532399595383,76.41308458118135,147.8745609090312,11.12628083491461,29.828508711402485,1.2920877790102863,2020,10,289,primavera,1,-0.0023022264319377816,0.6615923414374627,14.914254355701242,-104.3997804899087,-223.71381533551863,-426.81230667508345,-818.4421767608932,-1194.4083311040806
2020-10-31,1604102400000,0.6177848628601,0.4711398654476452,37.1053372434018,23.340822839399703,20.812026738661277,31.335725606745708,38.96326780462481,59.57859180057865,176.44952094116016,13.764514404002096,30.22308004140075,1.3112529779668423,2020,10,305,primavera,1,-0.04265636536139372,0.639113045540797,15.111540020700374,-84.96875340624135,-195.3373747037599,-414.3829328163864,-847.1138094414438,-1183.5890809218736
2020-11-16,1605484800000,0.5804909177160599,0.5224203553562189,37.75439365188891,22.57888218043819,15.137101438346965,15.137101438346965,42.02724441848767,74.70433896692451,130.51345382415315,15.175511471450722,30.166637916163552,1.1111546489523683,2020,11,321,primavera,1,-0.037293945144040164,0.59913789028808,15.083318958081776,-90.44613126822547,-211.11268293287966,-410.4723243239656,-830.294798517982,-1226.9852524032067
2020-12-02,1606867200000,0.7139686657053186,0.4472958011705827,31.16951819492749,,23.47906961917513,57.56163185701913,86.33333455140037,125.28877962731174,145.87928988474482,,,1.5961854943671663,2020,12,337,verano,0,0.1334777479892587,0.6472297917106893,0.0,23.47906961917513,57.56163185701913,86.33333455140037,125.28877962731174,145.87928988474482
2020-12-18,1608249600000,0.6971889642887438,0.6247923063873104,35.739617439986446,22.473119857494293,35.09147870009744,62.5915210755062,92.88710314225014,175.7444607863916,204.60615160888582,13.266497582492153,29.10636864874037,1.115871372438416,2020,12,353,verano,1,-0.01677970141657481,0.7055788149970312,14.553184324370186,-66.78081157049385,-155.70624379004659,-343.70842658885545,-697.4465986758195,-1105.180437584431
2021-01-01,1609459200000,0.7012315939278936,0.6028517422804899,29.310086251509425,21.815430395031953,32.66077139263671,53.37297900183275,114.17146688719251,200.20536687757843,239.16863468220325,7.494655856477472,25.56275832327069,1.1631888598121876,2021,1,1,verano,0,0.0040426296391498084,0.6992102791083187,12.781379161635344,-56.8088827388107,-138.3477084226974,-269.26990796186783,-566.6773828205422,-911.1554898649779
2021-01-17,1610841600000,0.7596781956184234,0.5752639986199759,31.470324305675387,,31.613158240654723,82.04273927328975,133.36222256531653,226.25900166927582,309.13824913100876,,,1.3205708628907424,2021,1,17,verano,0,0.05844660169052984,0.7304548947731585,0.0,31.613158240654723,82.04273927328975,133.36222256531653,226.25900166927582,309.13824913100876
2021-02-02,1612224000000,0.744697013659116,0.5370196317977431,30.65939679307713,,69.87543659925437,143.95218743555432,279.53496471664585,385.90306058281527,479.90930831807543,,,1.3867195589229977,2021,2,33,verano,0,-0.014981181959307421,0.7521876046387697,0.0,69.87543659925437,143.95218743555432,279.53496471664585,385.90306058281527,479.90930831807543
2021-02-18,1613606400000,0.7754688555187917,0.5339179180453042,31.629716636972933,22.715461949605523,0.0,5.279161205604865,109.50934482106241,336.2181969575726,422.3742718762332,8.91425468736741,27.172589293289228,1.452409400209699,2021,2,49,verano,0,0.03077184185967574,0.7600829345889539,13.586294646644614,-95.1040625265123,-198.51525849406437,-298.079494578276,-478.95948184110426,-800.3922463217821
2021-03-06,1614988800000,0.7753250106049033,0.49545773309578317,30.299612284720475,22.335887842538405,47.81173141953133,90.3795035583449,102.02675404647351,360.7699645648953,468.05984868278745,7.96372444218207,26.31775006362944,1.564862941784126,2021,3,65,otoño,0,-0.00014384491388841347,0.7753969330618475,13.15887503181472,-44.300393803171715,-107.00362191887591,-292.7394969079681,-428.7625373439879,-716.2389041805374
2021-03-22,1616371200000,0.6273320352931195,0.4220966743021973,20.873038165635894,,31.542622925661345,52.223281041431164,135.79195280909246,258.4802187033622,471.2830590107688,,,1.4862248088199284,2021,3,81,otoño,0,-0.1479929753117838,0.7013285229490114,0.0,31.542622925661345,52.223281041431164,135.79195280909246,258.4802187033622,471.2830590107688
2021-04-07,1617753600000,0.5447550352082803,0.40513351149571564,27.546781199626714,18.20631231231233,7.25645454038926,20.49215893358273,72.71543997501388,174.74219402148736,403.47733686588646,9.340468887314383,22.87654675596952,1.3446275736843545,2021,4,97,otoño,0,-0.08257700008483926,0.5860435352506999,11.43827337798476,-72.81145910550407,-151.0819417361887,-270.4327613645289,-511.5542086575983,-625.9672671527421
2021-04-23,1619136000000,0.7243909985577329,0.48829705607873064,23.069555442436634,16.040861118181077,0.0,12.50440573043027,32.996564664012986,168.78851747310546,291.4767833673752,7.028694324255557,19.555208280308854,1.4835017046247179,2021,4,113,otoño,0,0.17963596334945264,0.6345730168830066,9.777604140154427,-68.44322898108099,-134.15965637188611,-260.3315595406198,-417.8677309361601,-588.5075892465233
2021-05-09,1620518400000,0.7061218036820225,0.5041042674132516,25.278529736150023,15.792920166284913,25.58090831196378,107.95497717618277,137.14368496987314,197.04657104671313,311.8858789913605,9.48560956986511,20.535724951217468,1.4007427601488702,2021,5,129,otoño,0,-0.018269194875710437,0.7152564011198776,10.267862475608734,-46.29412901729735,-46.06295995794825,-170.8921892983889,-419.02517748981097,-612.2217438134255
2021-05-25,1621900800000,0.6921060575209975,0.4784325697802663,23.456291677271594,18.179342495970143,14.568046979628267,14.568046979628267,58.51444129441401,172.2038908830841,307.99584369217655,5.27694918130145,20.81781708662087,1.4466084765725493,2021,5,145,otoño,0,-0.014015746161024967,0.69911393060151,10.408908543310435,-58.294312823544786,-141.56558117002825,-253.75281500489902,-452.33062171554195,-628.8059252057626
2021-06-10,1623283200000,0.7116038262492577,0.41127765334690763,22.44945533214562,14.051179265292298,25.088752748523845,34.259794545070484,48.82784152469874,185.9715264945718,245.87441257141182,8.398276066853324,18.25031729871896,1.7302230992500116,2021,6,161,invierno,0,0.019497768728260145,0.7018549418851276,9.12515864935948,-38.787357796992524,-102.61758519532171,-224.92691795608567,-361.537992466997,-575.3898658709415
2021-06-26,1624665600000,0.6757889878679901,0.40902088741834214,20.28160261304831,10.560362263510669,7.662367598199554,16.04439656356419,50.30419110863467,92.81648668769944,209.27237759852542,9.721240349537641,15.42098243827949,1.652207396854541,2021,6,177,invierno,0,-0.03581483838126753,0.6936964070586239,7.710491219139745,-46.31107093577866,-99.61297172353198,-181.0105454655577,-369.81298646068524,-484.67183212405166
2021-07-12,1626048000000,0.6806950538729107,0.4632399932128613,26.694389581742627,18.89786459658949,0.0,27.297064036098035,34.95943163429759,92.16930212436095,216.80858136380385,7.7965249851531375,22.796127089166056,1.469418863714698,2021,7,193,invierno,0,0.004906066004920606,0.6782420208704505,11.398063544583028,-79.7864448120812,-143.6738891326474,-306.98247470319325,-591.7145105506207,-809.0171376486687
