date,timestamp,NDVI,EVI,LST_day,LST_night,precip_7d,precip_15d,precip_30d,precip_60d,precip_90d,LST_range,LST_mean,NDVI_EVI_ratio,year,month,day_of_year,season,thermal_stress,NDVI_change,NDVI_rolling_mean_30d,ET_estimate,water_balance_7d,water_balance_15d,water_balance_30d,water_balance_60d,water_balance_90d
2021-07-28,1627430400000,0.6312502248239584,0.4014753457198608,24.368447442097253,13.862805007052216,11.324519051702067,11.4943502655039,16.020576565524763,89.09560541023657,131.60790098930133,10.505642435045036,19.115626224574733,1.5723223336909307,2021,7,209,invierno,0,-0.04944482904895231,0.6559726393484346,9.557813112287366,-55.5801727343095,-131.8728464188066,-270.7138168030962,-484.37318132700545,-728.5952791165616
2021-08-13,1628812800000,0.593779562229575,0.40993785526427395,28.128160685500994,21.980413167048468,0.0,2.810714797471188,14.305065062975086,49.26449669727266,106.47436718733607,6.147747518452526,25.05428692627473,1.4484588484465202,2021,8,225,invierno,0,-0.037470662594383475,0.6125148935267667,12.527143463137365,-87.69000424196156,-185.0964371495893,-361.50923883114586,-702.3641110909692,-1020.9685444950268
2021-08-29,1630195200000,0.6361130228217525,0.43617092559599546,29.797089166030414,21.024400610842488,82.55488408984264,82.55488408984264,85.36559888731381,101.38617545283861,165.3678123459031,8.772688555187926,25.41074488843645,1.4583997398561426,2021,8,241,invierno,0,0.042333460592177574,0.6149462925256637,12.705372444218225,-6.382723019684931,-108.02570257343073,-295.79557443923295,-660.9361712002549,-978.1157076337372
2021-09-14,1631577600000,0.6697193094086704,0.45786545346568247,29.43764910494613,22.45298973445324,35.80933565829275,43.44823332513329,126.00311741497593,140.1383512641492,175.26761411224865,6.9846593704928885,25.945319419699686,1.4626957365830833,2021,9,257,primavera,0,0.03360628658691789,0.6529161661152114,12.972659709849843,-54.999282310656156,-151.14166232261437,-263.1766738805194,-638.2212313268415,-992.2717597742372
2021-09-30,1632960000000,0.6830534232629167,0.5620587935861541,32.238904725545105,23.87968354967341,0.0,4.378943618880969,47.827176944014255,133.19277583132802,149.21335239685286,8.359221175871696,28.059294137609257,1.2152682526974177,2021,9,273,primavera,0,0.013334113854246321,0.6763863663357936,14.029647068804628,-98.2075294816324,-206.06576241318845,-373.0622351201246,-708.5860482969497,-1113.4548837955638
2021-10-16,1634342400000,0.7217219394247901,0.5442463731229319,30.210074658522096,23.513659964367562,29.31757457818432,29.400037987840836,30.250887685031635,159.78209902169777,173.91733287087098,6.696414694154534,26.86186731144483,1.3260917278911168,2021,10,289,primavera,0,0.03866851616187339,0.7023876813438534,13.430933655722415,-64.69896101187258,-172.06396684799537,-372.6771219866408,-646.0739203216472,-1034.8666961441463
2021-11-01,1635724800000,0.6759801966534414,0.6100304985337244,31.38789028808008,23.17088666551668,12.71767196569727,59.732093496159735,99.29811877819394,146.93434763193252,232.38232969386385,8.2170036225634,27.27938847679838,1.1081070375517195,2021,11,305,primavera,0,-0.04574174277134868,0.6988510680391158,13.63969423839919,-82.76018770309707,-144.86332007982813,-309.8927083737818,-671.447306672019,-995.1901517620632
2021-11-17,1637107200000,0.7458662929101256,0.5986076246334311,31.74005692599622,21.555689149560166,32.63121328802998,58.60046909306609,118.3325625892259,158.76238958116275,288.1246700353903,10.184367776436055,26.647873037778194,1.2459999108213158,2021,11,321,primavera,0,0.06988609625668418,0.7109232447817835,13.323936518889097,-60.63634234419369,-141.25857869027035,-281.385532977447,-640.673801552183,-911.0296166646284
2021-12-03,1638489600000,0.6705036898803972,0.5914290525065741,32.34028246670626,,52.16361210835437,65.02712599696653,112.43090503486181,222.84400992434337,270.6116975439101,,,1.1336990520496828,2021,12,337,verano,0,-0.07536260302972841,0.7081849913952614,0.0,52.16361210835437,65.02712599696653,112.43090503486181,222.84400992434337,270.6116975439101
2022-01-01,1640995200000,0.7109989046058307,0.6238664654131449,29.32958081766434,22.99262549594619,5.288742219412638,176.81858180518066,321.95922243543714,441.31503217640204,540.613150954596,6.3369553217181505,26.161103156805265,1.1396633804825589,2022,1,1,verano,0,0.04049521472543349,0.690751297243114,13.080551578402632,-86.27511882940578,-19.389691870858826,-70.45732491664182,-343.5180625277559,-636.636491101641
2022-02-02,1643760000000,0.7686284635615506,0.5173272503605667,27.94147705098839,21.848610333418197,32.94968186491185,32.94968186491185,75.9444498317563,393.3849743089975,505.69870011161424,6.0928667175701925,24.895043692203295,1.4857654942018592,2022,2,33,verano,0,0.05762955895571986,0.7398136840836906,12.447521846101647,-54.182971057799676,-153.76314582661286,-297.48120555129316,-353.46633645710136,-614.5782660375339
2022-02-18,1645142400000,0.7323938576397726,0.5219162127767878,26.377355558907865,20.298545007211363,9.101527597235291,32.30483848075481,65.25452034566665,244.2266538989668,490.65336975630987,6.0788105516965025,23.337950283059612,1.4032759213729953,2022,2,49,verano,0,-0.03623460592177796,0.7505111606006616,11.668975141529806,-72.58129839347335,-142.72978864219226,-284.8147339002275,-455.91185459282156,-559.5543929813726
2022-03-06,1646524800000,0.7691615678289642,0.540267319928735,29.404750148468693,24.08424450665989,0.0,16.03071073653124,64.77446950760829,140.71891933936462,432.29177325333893,5.320505641808804,26.74449732756429,1.4236658701928362,2022,3,65,otoño,0,0.03676771018919156,0.7507777127343684,13.372248663782145,-93.60574064647501,-184.55301922020092,-336.39299040585604,-661.616000487564,-771.2106064870541
2022-03-22,1647907200000,0.7594956647153643,0.5100397895987103,28.461840162891335,19.549082039535104,12.311236171491014,38.55573136235877,54.58644209888999,136.2798827348789,230.77162241524601,8.91275812335623,24.00546110121322,1.489088089038761,2022,3,81,otoño,0,-0.009665903113599827,0.7643286162721643,12.00273055060661,-71.70787768275525,-141.48522689674041,-305.4954744193084,-583.8839503015178,-849.474127139349
2022-04-23,1650672000000,0.7252241113090695,0.4688491897853566,24.210000000000036,21.11554848561977,0.0,74.5655627095326,150.72180054219533,205.30824264108534,287.0016832770742,3.0944515143802676,22.662774242809903,1.5468141575053707,2022,4,113,otoño,0,-0.03427155340629484,0.7423598880122169,11.331387121404951,-79.31970984983465,-95.40524411154166,-189.2198130999532,-474.5749846432117,-732.8231576493714
2022-05-09,1652054400000,0.6794132179519811,0.47736492746245857,25.597971494018875,18.097223212013255,26.68625242926342,26.68625242926342,99.3824089215671,200.35886126295978,257.5349429579061,7.50074828200562,21.847597353016063,1.4232545283731255,2022,5,129,otoño,0,-0.045810893357088434,0.7023186646305253,10.923798676508031,-49.780338306292805,-137.17072771835706,-228.33155137367385,-455.06905932752215,-725.6069379278167
2022-05-25,1653436800000,0.6148506405361838,0.4317970221430387,26.26580894205483,19.72734622889627,0.0,0.0,26.68625242926342,139.10308332464265,215.9728113706203,6.538462713158559,22.99657758547555,1.423931118268315,2022,5,145,otoño,0,-0.0645625774157973,0.6471319292440825,11.498288792737775,-80.48802154916442,-172.4743318910666,-318.2624113528698,-550.7942442396238,-818.8731799757793
2022-06-10,1654819200000,0.678241376092305,0.3909119114278443,21.506687876474114,14.607646559769291,0.19127818853828632,19.03136302189557,19.03136302189557,118.41377194346262,208.75065216484523,6.899041316704823,18.057167218121702,1.7350191213049675,2022,6,161,invierno,0,0.06339073555612118,0.6465460083142444,9.028583609060851,-63.00880707488767,-116.39739111401718,-251.82614524992994,-423.3012446001884,-603.8218726506313
2022-06-26,1656201600000,0.6502936285738525,0.4122050394502418,24.857143463137355,17.065321964876578,0.0,10.327816080435094,22.89461861035079,56.04543153159406,168.46226242697335,7.791821498260777,20.961232714006968,1.5775936457436375,2022,6,177,invierno,0,-0.027947747518452415,0.6642675023330787,10.480616357003484,-73.36431449902439,-146.88142927461715,-291.5238720997537,-572.7915498886149,-774.7932097033403
2022-07-28,1658966400000,0.6073477475184526,0.36135736828709586,23.19734877407319,19.852925256638677,0.0,41.16766117190932,47.266852172567724,70.16147078291851,103.31228370416184,3.344423517434514,21.525137015355934,1.6807352501545514,2022,7,209,invierno,0,-0.04294588105539998,0.6288206880461525,10.762568507677967,-75.33797955374577,-120.27086644326019,-275.6102030577713,-575.5926396777595,-865.3188819868552
2022-08-13,1660348800000,0.5894348265037752,0.3608270552303384,24.95485280393656,19.82497073046578,8.984965859210305,19.937893506962197,61.10555467887153,77.532561759965,96.56392478186056,5.129882073470782,22.38991176720117,1.633561520396476,2022,8,225,invierno,0,-0.01791292101467734,0.5983912870111139,11.194955883600585,-69.37972532599379,-147.98644474704656,-274.74312182914605,-594.1647912560701,-910.9821047421921
2022-08-29,1661731200000,0.5615620768643419,0.3560856197505726,28.128091117332705,19.854666157631314,11.521347400401195,16.222993015808093,36.160886522770284,83.42773869533801,106.32235730568884,8.27342495970139,23.991378637482008,1.5770378489865706,2022,8,241,invierno,0,-0.027872749639433314,0.5754984516840586,11.995689318741004,-72.44847783078583,-163.71234676530696,-323.70979303945984,-636.3136204291222,-973.2896813810015
2022-09-14,1663113600000,0.5724627555781793,0.3977885297361499,29.558254857045885,21.437153643844955,17.479340973444092,17.479340973444092,33.70233398925218,88.23059797015938,111.23489574921716,8.12110121320093,25.49770425044542,1.43910966172963,2022,9,257,primavera,0,0.010900678713837375,0.5670124162212606,12.74885212522271,-71.76262390311487,-173.75344090489656,-348.76322976742915,-676.7005295432033,-1036.1617955208267
2022-09-30,1664496000000,0.6584895393229827,0.44416138118265885,30.281989479935504,21.267583778739297,41.25309050216406,80.43758945738102,115.3962714042692,151.55715792703944,198.82401009960728,9.014405701196207,25.7747866293374,1.4825423476198973,2022,9,273,primavera,0,0.08602678374480344,0.615476147450581,12.8873933146687,-48.95866270051683,-112.87331026264945,-271.22552803579174,-621.6864409530824,-961.0413882205758
2022-11-01,1667260800000,0.6943323356908746,0.47809930998792477,29.985018112817002,16.652791098844244,56.121680115756874,75.219976792361,93.89497555628587,210.06905298049386,246.25672890025632,13.332227013972759,23.318904605830625,1.4522733434504804,2022,11,305,primavera,0,0.035842796367891894,0.6764109375069287,11.659452302915312,-25.494486004650312,-99.67180775136868,-255.88859353117346,-489.4980851944248,-803.0939783621218
2022-11-17,1668643200000,0.6812407710884939,0.5431116267034672,36.119944799033995,23.305713299982767,27.139593110570654,27.139593110570654,102.35956990293168,202.26826626738946,248.66921249988755,12.814231499051228,29.71282904950838,1.254326888371982,2022,11,321,primavera,1,-0.0130915646023807,0.6877865533896843,14.85641452475419,-76.85530856270867,-195.7066247607422,-343.33286583969397,-689.1166052178619,-1088.4080947279895
2022-12-03,1670025600000,0.6844271951009141,0.44229562704847303,33.06234776608591,24.52591340348461,19.819031717778483,32.5065892846991,59.64618239526976,153.54115795155565,269.7152353757637,8.536434362601298,28.794130584785258,1.5474393274672318,2022,12,337,verano,0,0.003186424012420197,0.682833983094704,14.397065292392629,-80.96042532896992,-183.44939010119032,-372.2657763765091,-710.2827595920021,-1026.0206409395728
2022-12-19,1671408000000,0.762362923063873,0.540561277462041,30.109854101280867,22.20036220205279,43.68296599883606,74.7946322435681,107.27295314932968,209.62418857859694,309.5125742371209,7.909491899228076,26.15510815166683,1.4103146942535352,2022,12,353,verano,0,0.07793572796295889,0.7233950590823935,13.077554075833415,-47.85991253199784,-121.36867889393314,-285.0536691256728,-575.0290559714081,-867.4672925878865
2023-01-01,1672531200000,0.7742767552182162,0.5589363463860616,31.55977057098502,21.917038123167192,9.26535596776794,66.95760116656113,131.68478111515833,182.0807331892793,275.9757087455652,9.642732447817828,26.738404347076106,1.3852657372503039,2023,1,1,verano,0,0.011913832154343162,0.7683198391410446,13.369202173538053,-84.31905924699842,-133.58043143650968,-269.3912840909833,-620.0713972230039,-927.2524868728594
2023-01-17,1673913600000,0.7367679489391065,0.6869499482490945,27.72383129204765,22.59397274452305,85.49134165323126,147.7255177036409,219.28428528106105,307.2678241932086,409.62739409614034,5.129858547524599,25.15890201828535,1.0725190070950275,2023,1,17,verano,0,-0.037508806279109685,0.7555223520786614,12.579451009142675,-2.5648154107674657,-40.966247433499234,-158.0992449932192,-447.4992363553519,-722.5231967267005
2023-02-02,1675296000000,0.6878311020615933,0.5510789768388902,29.54265631628069,,69.8921000736405,97.96935102485908,227.58108976753627,373.289382194435,432.91754803461725,,,1.2481511413409285,2023,2,33,verano,0,-0.04893684687751321,0.7122995255003499,0.0,69.8921000736405,97.96935102485908,227.58108976753627,373.289382194435,432.91754803461725
2023-02-18,1676678400000,0.7470554848561974,0.4744865954017138,28.192158310002554,18.484439636888137,102.97853145793948,151.8058121919612,276.4457652537667,468.0499039759432,584.2915160688541,9.707718673114417,23.338298973445347,1.574446818201265,2023,2,49,verano,0,0.05922438279460418,0.7174432934588953,11.669149486722674,21.294485050880766,-23.231430108878897,-73.62871934791349,-232.09906522741716,-465.93193773618657
2023-03-06,1678060800000,0.7224615169254262,0.5723591499109187,28.397272418766484,22.936705692712327,51.22430012682632,59.47992917649302,183.65751021436478,421.5414748121644,611.2457255998357,5.460566726054157,25.666989055739407,1.262249856210061,2023,3,65,otoño,0,-0.024593967930771288,0.7347585008908117,12.833494527869703,-38.6101615682616,-133.02248874155254,-201.34732562172633,-348.4681968600178,-543.7687819084375
2023-04-07,1680825600000,0.7446907610078899,0.5616809790447104,27.278519555442458,19.791798591668794,16.529212999315547,93.47069360856501,242.8615892361045,438.2045093522862,676.0884739500862,7.486720963773664,23.535159073555626,1.3258227765726696,2023,4,97,otoño,0,0.02222924408246374,0.733576138966658,11.767579536777813,-65.84384375812914,-83.04299944310218,-110.16579686722989,-267.85026285438255,-382.9936843599171
2023-05-09,1683590400000,0.7195325867481127,0.49818718079239827,23.091523712564733,17.662357682192308,30.581041513290714,90.97371129070495,157.7191220291842,318.78284206996784,585.3570188111886,5.429166030372425,20.376940697378522,1.444298790074973,2023,5,129,otoño,0,-0.025158174259777177,0.7321116738780014,10.188470348689261,-40.73825092753411,-61.85334393963396,-147.93498843149362,-292.5253788513878,-331.60531257084494
2023-05-25,1684972800000,0.6930590820395351,0.43503728684143517,24.650000000000034,20.622086196657357,20.178315244619494,20.178315244619494,112.8059800287497,226.71371510035505,493.57831908164326,4.027913803342678,22.636043098328695,1.5930990512845244,2023,5,145,otoño,0,-0.026473504708577567,0.7062958343938239,11.318021549164348,-59.04783559953094,-149.59200799284574,-226.73466644618074,-452.36757784950584,-525.0436203431481
2023-06-10,1686355200000,0.7138709680156103,0.41512563841520317,18.874995333842392,16.85613048273525,0.0,35.356052250456344,55.534367495075855,214.90744301768535,375.97116305846885,2.0188648511071428,17.865562908288823,1.7196462523843334,2023,6,161,invierno,0,0.020811885976075195,0.7034650250275727,8.932781454144411,-62.52947017901088,-98.63566956170982,-212.44907612925647,-321.0594442309793,-427.9791678145282
2023-06-26,1687737600000,0.7152462034444728,0.4291529736149995,22.79288623059306,19.93417578688387,0.0,54.80674767277769,90.16279992323402,202.96877995198375,286.2434036897786,2.858710443709189,21.363531008738462,1.6666423880910655,2023,6,177,invierno,0,0.0013752354288624202,0.7145585857300416,10.681765504369231,-74.77235853058463,-105.41973489276079,-230.29016520784293,-437.9371503101702,-675.1154917034522
2023-07-12,1689120000000,0.6953890218036816,0.39254161364214796,20.612706371426167,6.142851851851885,0.0,0.0,12.191395475511039,110.34111516785353,269.71419069046294,14.469854519574282,13.377779111639025,1.771499443975314,2023,7,193,invierno,0,-0.0198571816407912,0.7053176126240772,6.688889555819513,-46.82222689073659,-100.33334333729269,-188.47529119907435,-290.9922581813172,-332.28586933329325
2023-07-28,1690502400000,0.6903331042674132,0.43099916857554926,27.10602952405196,19.378168321031662,6.262940709297816,11.866638117187698,11.866638117187698,66.73865279063544,214.83541806917137,7.727861203020296,23.24209892254181,1.6017003115078967,2023,7,209,invierno,0,-0.005055917536268328,0.6928610630355474,11.621049461270905,-75.08440551959852,-162.44910380187588,-336.7648457209395,-630.5243148856189,-831.05903344521
2023-08-13,1691884800000,0.6227909561381182,0.3786270128107236,27.818792737761967,20.411162297446364,19.80104737910057,19.80104737910057,26.06398808839839,31.667685496288257,142.0088006641418,7.407630440315604,24.114977517604167,1.644862332067997,2023,8,225,invierno,0,-0.06754214812929504,0.6565620302027657,12.057488758802084,-64.60137393251402,-161.06128400293068,-335.6606746756641,-691.7816400318367,-943.1651876280457
2023-08-29,1693267200000,0.5923816662424705,0.3763085263425806,29.25614575379657,22.803192500212113,0.0,4.916713139417567,24.717760518518133,36.58439863570584,91.39114630848351,6.452953253584457,26.02966912700434,1.5741872707819373,2023,8,241,invierno,0,-0.03040928989564773,0.6075863111902944,13.01483456350217,-91.10384194451518,-190.30580531311497,-365.7272763865469,-744.3056751744243,-1079.9439644067118
2023-09-14,1694649600000,0.5618879104097734,0.3905536183931449,30.71244336981421,21.500411470263877,23.67587006283219,44.64068945979123,44.64068945979123,75.62139068760722,81.22508809549709,9.212031899550333,26.106427420039044,1.4386922697817361,2023,9,257,primavera,0,-0.03049375583269709,0.577134788326122,13.053213710019522,-67.69662590730447,-151.1575161905016,-346.9557218407944,-707.5714319135641,-1093.5641458062598
2023-09-30,1696032000000,0.5543421905489101,0.41699836260286754,32.07299312802243,23.262652922711492,11.846282012430052,20.42489223855641,65.06558169834766,89.78334221686582,101.64998033405348,8.81034020531094,27.667823025366964,1.329359803067234,2023,9,273,primavera,0,-0.007545719860863276,0.5581150504793417,13.833911512683482,-84.99109857635432,-187.08378045169582,-349.9517636821568,-740.2513485441432,-1143.4020558074599
2023-10-16,1697414400000,0.6251976160176466,0.4372130652413677,33.35937812844664,25.23144057011964,0.0,30.57838304960931,51.00327528816572,95.64396474795693,126.62466597577291,8.127937558327002,29.29540934928314,1.4299576928580762,2023,10,289,primavera,0,0.07085542546873647,0.5897699032832784,14.64770467464157,-102.53393272249099,-189.13718707001425,-388.4278649510814,-783.2183157305373,-1191.6687547419685
2023-11-01,1698796800000,0.624252320165603,0.4369276867345178,30.68499396239437,23.735746075556367,43.5683334321632,43.5683334321632,74.1741257414687,139.1562996747598,163.90654539198263,6.949247886838002,27.210370018975368,1.4287281634700832,2023,11,305,primavera,0,-0.000945295852043615,0.6247249680916247,13.605185009487684,-51.66796163425059,-160.50944171015206,-333.98142454316184,-677.1548008945012,-1060.560105461909
2023-11-17,1700179200000,0.5812962566844918,0.369392668621701,29.521111497047603,20.795706399862027,0.0,0.0,43.5683334321632,94.57462540301287,139.1562996747598,8.725405097185575,25.158408948454813,1.5736497565143759,2023,11,321,primavera,0,-0.04295606348111114,0.6027742884250473,12.579204474227407,-88.05443131959184,-188.6880671134111,-333.807800794659,-660.1776430506316,-992.9721030057067
2023-12-03,1701561600000,0.5702592925608619,0.44084598354398186,32.70524980914413,,8.9597731212571,45.97458703997824,45.97458703997824,119.96100009700118,168.08068689611164,,,1.293553804035429,2023,12,337,verano,0,-0.011036964123629867,0.5757777746226769,0.0,8.9597731212571,45.97458703997824,45.97458703997824,119.96100009700118,168.08068689611164
2023-12-19,1702944000000,0.5788849605564509,0.4275758758164393,29.41454491475105,,17.354690646243483,34.43072204385987,80.40530908383812,123.84998996984424,166.25255856913193,,,1.3538734045219247,2023,12,353,verano,0,0.008625667995588948,0.5745721265586564,0.0,17.354690646243483,34.43072204385987,80.40530908383812,123.84998996984424,166.25255856913193
2024-01-01,1704067200000,0.6871092634121095,0.52399265999655,28.288946006555115,23.22402104536834,56.162567919608904,100.24411737209397,134.91041428413146,180.9110048440318,255.08513058550054,5.064924961186776,25.756483525961727,1.3112930859061034,2024,1,1,verano,0,0.10822430285565865,0.6329971119842802,12.878241762980863,-33.98512442125714,-92.929509072619,-251.43683860529447,-591.78350093482,-903.9566280827771
2024-02-02,1706832000000,0.6299706371426146,0.45253588699414615,33.1721175871723,24.66722355393436,22.35226224613035,44.01683489815358,69.14327466507098,212.74127094333187,258.6154740055958,8.504894033237942,28.91967057055333,1.3920868226389769,2024,2,33,verano,0,-0.05713862626949495,0.6585399502773621,14.459835285276665,-78.8665847508063,-172.8806943809964,-364.651783893229,-654.848846173268,-1042.769701669304
2024-02-18,1708214400000,0.7226853312971919,0.5387282853991686,28.19266055824217,22.407979129549503,15.187350084047997,46.62193457398836,81.19673010521569,180.8861873960782,300.3334747487435,5.784681428692668,25.300319843895835,1.3414628661995274,2024,2,49,verano,0,0.09271469415457734,0.6763279842199033,12.650159921947917,-73.36376936958743,-143.13046425523038,-298.3080675532218,-578.1234079207968,-838.180918226569
2024-03-05,1709596800000,0.5795722066683632,0.49973177229150745,28.59744379401033,,9.251378469231714,93.05694602696234,148.59831521051305,213.27519170785064,361.3395861538452,,,1.1597642556255712,2024,3,65,otoño,0,-0.14311312462882875,0.6511287689827776,0.0,9.251378469231714,93.05694602696234,148.59831521051305,213.27519170785064,361.3395861538452
2024-03-21,1710979200000,0.5753581233562397,0.3782734198693474,30.515860693984912,23.12983032154072,2.055274955368915,16.757140191667123,95.5345900886445,199.93025093340756,299.61970822427014,7.386030372444193,26.822845507762814,1.5210072189257822,2024,3,81,otoño,0,-0.004214083312123473,0.5774651650123015,13.411422753881407,-91.82468432180093,-184.41420111655398,-306.8080925277977,-604.7551142994769,-907.4083396250564
2024-04-06,1712361600000,0.5865919826927969,0.3765330957834902,30.38227963010096,22.880783066089762,10.359264564886344,13.083161594243288,45.38395088791208,187.98354198140336,258.65914259576266,7.501496564011198,26.63153134809536,1.5578721535754136,2024,4,97,otoño,0,0.011233859336557184,0.5809750530245184,13.31576567404768,-82.85109515344742,-186.65332351647194,-354.08901933351837,-610.9623984614575,-939.7597680685285
2024-05-24,1716508800000,0.6169053363875453,0.3925108424535503,20.143721897005204,11.511822346653119,5.242306018388685,31.562730792724256,119.88120035731954,222.23224784474925,333.420142509782,8.631899550352085,15.827772121829161,1.5716859204332152,2024,5,145,otoño,0,0.030313353694748413,0.6017486595401711,7.913886060914581,-50.154896408013386,-87.14556012099446,-117.53538147011788,-252.6009158101256,-378.82960297253027
2024-06-09,1717891200000,0.6117878170866208,0.4523829982183761,24.129979638584928,21.0578391448206,0.0,0.0,5.256527628578545,202.7856169153716,243.10315675958776,3.0721404937643264,22.593909391702766,1.3523639640129288,2024,6,161,invierno,0,-0.005117519300924522,0.614346576737083,11.296954695851383,-79.07868287095968,-169.45432043777075,-333.6521132469629,-475.03166483571135,-773.6227658670366
2024-06-25,1719273600000,0.6127129125307542,0.3968420293543733,22.78963688809709,14.705148892848067,19.455194265330476,26.314211749145795,26.314211749145795,146.19541210646534,248.54645959389495,8.084487995249022,18.74739289047258,1.5439679349479345,2024,6,177,invierno,0,0.0009250954441334391,0.6122503648086874,9.37369644523629,-46.16068085132355,-114.29123492939856,-254.89668160794292,-416.22637460771205,-595.0862204773711
2024-07-11,1720656000000,0.5565548994655128,0.3457972512089589,16.787648256553855,12.067423406862769,7.330485701065405,7.330485701065405,33.64469745021119,38.901225078789736,204.88419098473494,4.7202248496910855,14.427535831708312,1.609478641143266,2024,7,193,invierno,0,-0.056158013065241374,0.5846339059981336,7.213767915854156,-43.165889709913685,-100.87603303674693,-182.76834002541347,-393.9248498724596,-444.35492144213913
2024-07-27,1722038400000,0.5414686349367945,0.3604776872825993,25.110161194536367,20.51227029778574,5.687633062244382,5.817697835249724,13.148183536315129,39.46239528546093,159.34359564278049,4.597890896750627,22.811215746161054,1.5020822424164766,2024,7,209,invierno,0,-0.015086264528718307,0.5490117672011536,11.405607873080527,-74.1516220493193,-165.26642026095817,-329.0200526561007,-644.8740770993707,-867.1611129344669
2024-08-12,1723420800000,0.5177517179944003,0.31026842283872075,28.34698311699331,23.404896071943668,0.0,8.52736359839222,14.345061433641943,47.82762665007317,53.24628651243166,4.942087045049643,25.87593959446849,1.668716540796641,2024,8,225,invierno,0,-0.023716916942394195,0.5296101764655974,12.937969797234246,-90.56578858063972,-185.54218336012147,-373.7940324833854,-728.4505611839816,-1111.1709952386504
2024-08-28,1724803200000,0.43490548909815907,0.3079333078815645,28.286762534996225,20.732697887503225,12.761119311757819,12.761119311757819,21.288482910150037,34.436666446465146,60.750878195610944,7.554064647493,24.509730211249725,1.4123320395512065,2024,8,241,invierno,0,-0.08284622889624127,0.4763286035462797,12.254865105624862,-73.02293642761622,-171.0618572726151,-346.3574702585958,-700.8552398910266,-1042.1869813106266
2024-09-13,1726185600000,0.5355263256129634,0.35458639178756246,28.994352252481555,21.489988122507892,2.101034135780798e-05,2.8787839343966115,16.77744485124374,31.122506284885688,63.29089475510794,7.504364129973663,25.24217018749472,1.5102802243284603,2024,9,257,primavera,0,0.10062083651480436,0.48521590735556125,12.62108509374736,-88.34757464589018,-186.4374924718138,-361.8551079611771,-726.142599339956,-1072.6067636821545
2024-09-29,1727568000000,0.5665125731738354,0.4219766098243828,29.982245694409084,24.29682446763388,0.0,56.08531863254333,58.96411435033281,72.98145967277758,94.5383224018873,5.685421226775205,27.13953508102148,1.342518086231174,2024,9,273,primavera,0,0.030986247560871982,0.5510194493933994,13.56976754051074,-94.98837278357519,-147.46119447511776,-348.1289118649894,-741.2045927578669,-1126.7407562440792
2024-10-15,1728950400000,0.6556524136760838,0.4406329600407226,27.33187155340628,22.23275557817937,28.325262755446314,30.925729235964326,33.90468814639643,103.78850450314428,118.1335659367862,5.099115975226912,24.782313565792826,1.4879752201021674,2024,10,289,primavera,0,0.08913984050224844,0.6110824934249597,12.391156782896413,-58.41283472482857,-154.94162250748187,-337.83001534049595,-639.6809024706405,-997.0705445238909
2024-10-31,1730332800000,0.6243687452277932,0.4501695681683209,31.183092389921114,22.02123441079157,69.82071475447857,119.04521092857178,149.97094016453622,206.05629159081366,222.95239983731372,9.161857979129543,26.602163400356343,1.3869603865225122,2024,10,305,primavera,0,-0.03128366844829067,0.6400105794519385,13.301081700178171,-23.286857146768625,-80.47101457410079,-249.06151084080892,-592.0086104198766,-974.1449531787217
2024-12-18,1734480000000,0.6863800759013284,0.5187174745558049,30.081830257029527,21.61413144730034,25.70898258955453,94.74268484666715,200.85799321853563,309.9069518076462,389.917419062111,8.467698809729185,25.847980852164934,1.3232227298036714,2024,12,353,verano,0,0.06201133067353526,0.6553744105645608,12.923990426082467,-64.75895039302273,-99.11717154456986,-186.86171956393838,-465.53247375730183,-773.241719285311
